tick,day,resident,phrase_key,resident_reply_key,reply_text,schedule_reference,memory_reference,debt_reference,no_llm_call,no_autonomous_language_claim,private_workspace_hidden
0,1,Tovan,ask_schedule,greets_cautiously,Tovan greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:water_carry:d001:s00,water carry,True,True,True
3953,220,Sera,ask_schedule,accepts_bounded_help,Sera accepts bounded help; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:missed_greeting:d220:s11,missed greeting,True,True,True
3954,220,Tovan,offer_help,explains_debt,Tovan explains debt; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:care_favor:d220:s12,care favor,True,True,True
3955,220,Nia,apologize,declines_politely,Nia declines politely; phrase=apologize; no generated open chat.,map safe route,v60:nia:route_warning:d220:s13,route warning,True,True,True
3956,220,Ari,ask_debt,names_current_task,Ari names current task; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:tool_loan:d220:s14,tool loan,True,True,True
3957,220,Fay,thank,asks_for_space,Fay asks for space; phrase=thank; no generated open chat.,recover focus,v60:fay:water_carry:d220:s15,water carry,True,True,True
3958,220,Milo,request_space,thanks_briefly,Milo thanks briefly; phrase=request_space; no generated open chat.,repair awning,v60:milo:repair_promise:d220:s16,repair promise,True,True,True
3959,220,Sera,greet,greets_cautiously,Sera greets cautiously; phrase=greet; no generated open chat.,sort herbs,v60:sera:missed_greeting:d220:s17,missed greeting,True,True,True
3960,221,Tovan,offer_help,thanks_briefly,Tovan thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:route_warning:d221:s00,route warning,True,True,True
3961,221,Nia,apologize,greets_cautiously,Nia greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:nia:tool_loan:d221:s01,tool loan,True,True,True
3962,221,Ari,ask_debt,accepts_bounded_help,Ari accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:water_carry:d221:s02,water carry,True,True,True
3963,221,Fay,thank,explains_debt,Fay explains debt; phrase=thank; no generated open chat.,recover focus,v60:fay:repair_promise:d221:s03,repair promise,True,True,True
3964,221,Milo,request_space,declines_politely,Milo declines politely; phrase=request_space; no generated open chat.,repair awning,v60:milo:missed_greeting:d221:s04,missed greeting,True,True,True
3965,221,Sera,greet,names_current_task,Sera names current task; phrase=greet; no generated open chat.,sort herbs,v60:sera:care_favor:d221:s05,care favor,True,True,True
3966,221,Tovan,ask_schedule,asks_for_space,Tovan asks for space; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:route_warning:d221:s06,route warning,True,True,True
3967,221,Nia,offer_help,thanks_briefly,Nia thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:tool_loan:d221:s07,tool loan,True,True,True
3968,221,Ari,apologize,greets_cautiously,Ari greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:ari:water_carry:d221:s08,water carry,True,True,True
3969,221,Fay,ask_debt,accepts_bounded_help,Fay accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:repair_promise:d221:s09,repair promise,True,True,True
3970,221,Milo,thank,explains_debt,Milo explains debt; phrase=thank; no generated open chat.,recover focus,v60:milo:missed_greeting:d221:s10,missed greeting,True,True,True
3971,221,Sera,request_space,declines_politely,Sera declines politely; phrase=request_space; no generated open chat.,repair awning,v60:sera:care_favor:d221:s11,care favor,True,True,True
3972,221,Tovan,greet,names_current_task,Tovan names current task; phrase=greet; no generated open chat.,sort herbs,v60:tovan:route_warning:d221:s12,route warning,True,True,True
3973,221,Nia,ask_schedule,asks_for_space,Nia asks for space; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:tool_loan:d221:s13,tool loan,True,True,True
3974,221,Ari,offer_help,thanks_briefly,Ari thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:water_carry:d221:s14,water carry,True,True,True
3975,221,Fay,apologize,greets_cautiously,Fay greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:fay:repair_promise:d221:s15,repair promise,True,True,True
3976,221,Milo,ask_debt,accepts_bounded_help,Milo accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:missed_greeting:d221:s16,missed greeting,True,True,True
3977,221,Sera,thank,explains_debt,Sera explains debt; phrase=thank; no generated open chat.,recover focus,v60:sera:care_favor:d221:s17,care favor,True,True,True
3978,222,Tovan,greet,accepts_bounded_help,Tovan accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:tovan:tool_loan:d222:s00,tool loan,True,True,True
3979,222,Nia,ask_schedule,explains_debt,Nia explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:water_carry:d222:s01,water carry,True,True,True
3980,222,Ari,offer_help,declines_politely,Ari declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:repair_promise:d222:s02,repair promise,True,True,True
3981,222,Fay,apologize,names_current_task,Fay names current task; phrase=apologize; no generated open chat.,map safe route,v60:fay:missed_greeting:d222:s03,missed greeting,True,True,True
3982,222,Milo,ask_debt,asks_for_space,Milo asks for space; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:care_favor:d222:s04,care favor,True,True,True
3983,222,Sera,thank,thanks_briefly,Sera thanks briefly; phrase=thank; no generated open chat.,recover focus,v60:sera:route_warning:d222:s05,route warning,True,True,True
3984,222,Tovan,request_space,greets_cautiously,Tovan greets cautiously; phrase=request_space; no generated open chat.,repair awning,v60:tovan:tool_loan:d222:s06,tool loan,True,True,True
3985,222,Nia,greet,accepts_bounded_help,Nia accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:nia:water_carry:d222:s07,water carry,True,True,True
3986,222,Ari,ask_schedule,explains_debt,Ari explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:ari:repair_promise:d222:s08,repair promise,True,True,True
3987,222,Fay,offer_help,declines_politely,Fay declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:fay:missed_greeting:d222:s09,missed greeting,True,True,True
3988,222,Milo,apologize,names_current_task,Milo names current task; phrase=apologize; no generated open chat.,map safe route,v60:milo:care_favor:d222:s10,care favor,True,True,True
3989,222,Sera,ask_debt,asks_for_space,Sera asks for space; phrase=ask_debt; no generated open chat.,rest after rain,v60:sera:route_warning:d222:s11,route warning,True,True,True
3990,222,Tovan,thank,thanks_briefly,Tovan thanks briefly; phrase=thank; no generated open chat.,recover focus,v60:tovan:tool_loan:d222:s12,tool loan,True,True,True
3991,222,Nia,request_space,greets_cautiously,Nia greets cautiously; phrase=request_space; no generated open chat.,repair awning,v60:nia:water_carry:d222:s13,water carry,True,True,True
3992,222,Ari,greet,accepts_bounded_help,Ari accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:ari:repair_promise:d222:s14,repair promise,True,True,True
3993,222,Fay,ask_schedule,explains_debt,Fay explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:fay:missed_greeting:d222:s15,missed greeting,True,True,True
3994,222,Milo,offer_help,declines_politely,Milo declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:milo:care_favor:d222:s16,care favor,True,True,True
3995,222,Sera,apologize,names_current_task,Sera names current task; phrase=apologize; no generated open chat.,map safe route,v60:sera:route_warning:d222:s17,route warning,True,True,True
3996,223,Tovan,thank,declines_politely,Tovan declines politely; phrase=thank; no generated open chat.,recover focus,v60:tovan:water_carry:d223:s00,water carry,True,True,True
3997,223,Nia,request_space,names_current_task,Nia names current task; phrase=request_space; no generated open chat.,repair awning,v60:nia:repair_promise:d223:s01,repair promise,True,True,True
3998,223,Ari,greet,asks_for_space,Ari asks for space; phrase=greet; no generated open chat.,sort herbs,v60:ari:missed_greeting:d223:s02,missed greeting,True,True,True
3999,223,Fay,ask_schedule,thanks_briefly,Fay thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:fay:care_favor:d223:s03,care favor,True,True,True
4000,223,Milo,offer_help,greets_cautiously,Milo greets cautiously; phrase=offer_help; no generated open chat.,dry cloaks,v60:milo:route_warning:d223:s04,route warning,True,True,True
4001,223,Sera,apologize,accepts_bounded_help,Sera accepts bounded help; phrase=apologize; no generated open chat.,map safe route,v60:sera:tool_loan:d223:s05,tool loan,True,True,True
4002,223,Tovan,ask_debt,explains_debt,Tovan explains debt; phrase=ask_debt; no generated open chat.,rest after rain,v60:tovan:water_carry:d223:s06,water carry,True,True,True
4003,223,Nia,thank,declines_politely,Nia declines politely; phrase=thank; no generated open chat.,recover focus,v60:nia:repair_promise:d223:s07,repair promise,True,True,True
4004,223,Ari,request_space,names_current_task,Ari names current task; phrase=request_space; no generated open chat.,repair awning,v60:ari:missed_greeting:d223:s08,missed greeting,True,True,True
4005,223,Fay,greet,asks_for_space,Fay asks for space; phrase=greet; no generated open chat.,sort herbs,v60:fay:care_favor:d223:s09,care favor,True,True,True
4006,223,Milo,ask_schedule,thanks_briefly,Milo thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:milo:route_warning:d223:s10,route warning,True,True,True
4007,223,Sera,offer_help,greets_cautiously,Sera greets cautiously; phrase=offer_help; no generated open chat.,dry cloaks,v60:sera:tool_loan:d223:s11,tool loan,True,True,True
4008,223,Tovan,apologize,accepts_bounded_help,Tovan accepts bounded help; phrase=apologize; no generated open chat.,map safe route,v60:tovan:water_carry:d223:s12,water carry,True,True,True
4009,223,Nia,ask_debt,explains_debt,Nia explains debt; phrase=ask_debt; no generated open chat.,rest after rain,v60:nia:repair_promise:d223:s13,repair promise,True,True,True
4010,223,Ari,thank,declines_politely,Ari declines politely; phrase=thank; no generated open chat.,recover focus,v60:ari:missed_greeting:d223:s14,missed greeting,True,True,True
4011,223,Fay,request_space,names_current_task,Fay names current task; phrase=request_space; no generated open chat.,repair awning,v60:fay:care_favor:d223:s15,care favor,True,True,True
4012,223,Milo,greet,asks_for_space,Milo asks for space; phrase=greet; no generated open chat.,sort herbs,v60:milo:route_warning:d223:s16,route warning,True,True,True
4013,223,Sera,ask_schedule,thanks_briefly,Sera thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:tool_loan:d223:s17,tool loan,True,True,True
4014,224,Tovan,apologize,asks_for_space,Tovan asks for space; phrase=apologize; no generated open chat.,map safe route,v60:tovan:repair_promise:d224:s00,repair promise,True,True,True
4015,224,Nia,ask_debt,thanks_briefly,Nia thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:nia:missed_greeting:d224:s01,missed greeting,True,True,True
4016,224,Ari,thank,greets_cautiously,Ari greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:ari:care_favor:d224:s02,care favor,True,True,True
4017,224,Fay,request_space,accepts_bounded_help,Fay accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:fay:route_warning:d224:s03,route warning,True,True,True
4018,224,Milo,greet,explains_debt,Milo explains debt; phrase=greet; no generated open chat.,sort herbs,v60:milo:tool_loan:d224:s04,tool loan,True,True,True
4019,224,Sera,ask_schedule,declines_politely,Sera declines politely; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:water_carry:d224:s05,water carry,True,True,True
4020,224,Tovan,offer_help,names_current_task,Tovan names current task; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:repair_promise:d224:s06,repair promise,True,True,True
4021,224,Nia,apologize,asks_for_space,Nia asks for space; phrase=apologize; no generated open chat.,map safe route,v60:nia:missed_greeting:d224:s07,missed greeting,True,True,True
4022,224,Ari,ask_debt,thanks_briefly,Ari thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:care_favor:d224:s08,care favor,True,True,True
4023,224,Fay,thank,greets_cautiously,Fay greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:fay:route_warning:d224:s09,route warning,True,True,True
4024,224,Milo,request_space,accepts_bounded_help,Milo accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:milo:tool_loan:d224:s10,tool loan,True,True,True
4025,224,Sera,greet,explains_debt,Sera explains debt; phrase=greet; no generated open chat.,sort herbs,v60:sera:water_carry:d224:s11,water carry,True,True,True
4026,224,Tovan,ask_schedule,declines_politely,Tovan declines politely; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:repair_promise:d224:s12,repair promise,True,True,True
4027,224,Nia,offer_help,names_current_task,Nia names current task; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:missed_greeting:d224:s13,missed greeting,True,True,True
4028,224,Ari,apologize,asks_for_space,Ari asks for space; phrase=apologize; no generated open chat.,map safe route,v60:ari:care_favor:d224:s14,care favor,True,True,True
4029,224,Fay,ask_debt,thanks_briefly,Fay thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:route_warning:d224:s15,route warning,True,True,True
4030,224,Milo,thank,greets_cautiously,Milo greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:milo:tool_loan:d224:s16,tool loan,True,True,True
4031,224,Sera,request_space,accepts_bounded_help,Sera accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:sera:water_carry:d224:s17,water carry,True,True,True
4032,225,Tovan,ask_schedule,greets_cautiously,Tovan greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:missed_greeting:d225:s00,missed greeting,True,True,True
4033,225,Nia,offer_help,accepts_bounded_help,Nia accepts bounded help; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:care_favor:d225:s01,care favor,True,True,True
4034,225,Ari,apologize,explains_debt,Ari explains debt; phrase=apologize; no generated open chat.,map safe route,v60:ari:route_warning:d225:s02,route warning,True,True,True
