tick_id,day,session_id,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,delta_label,ui_delta_visible,task_step_executed,material_consumed,no_magic_inventory
0,1,session-001,moss_ward,Milo,4f19e26857,dry clay,760,758,copy root ledger progress marker,0,1,-2 dry clay; +1 marker,True,True,True,True
3430,191,session-032,moss_ward,Milo,42164b006a,dry clay,558,557,drain rain path progress marker,195,196,-1 dry clay; +1 marker,True,True,True,True
3431,191,session-032,glass_harbor,Sera,b557cb5ab1,net fiber,554,553,mend fog net progress marker,195,196,-1 net fiber; +1 marker,True,True,True,True
3432,191,session-032,cinder_garden,Juno,f754fc777c,seed ink,552,551,cool ash path progress marker,195,196,-1 seed ink; +1 marker,True,True,True,True
3433,191,session-032,lichen_bridge,Luma,7017cc792d,rope fiber,553,552,repair meal ledger progress marker,195,196,-1 rope fiber; +1 marker,True,True,True,True
3434,191,session-032,orchid_engine,Dax,947f5c8b39,gear cloth,557,554,listen to valve pulse progress marker,197,199,-3 gear cloth; +2 marker,True,True,True,True
3435,191,session-032,moss_ward,Tala,f91d6085d8,moss cord,554,553,patch blanket loom progress marker,196,197,-1 moss cord; +1 marker,True,True,True,True
3436,191,session-032,glass_harbor,Nia,7d03d3d3f1,salt chalk,555,554,seal fog catcher progress marker,195,196,-1 salt chalk; +1 marker,True,True,True,True
3437,191,session-032,cinder_garden,Pax,2ac4db2919,shade reed,554,553,repair seed calendar progress marker,195,196,-1 shade reed; +1 marker,True,True,True,True
3438,192,session-032,orchid_engine,Cai,aa06bc447d,valve grease,554,553,listen to valve pulse progress marker,199,200,-1 valve grease; +1 marker,True,True,True,True
3439,192,session-032,moss_ward,Milo,214b5191fa,dry clay,557,556,patch blanket loom progress marker,197,198,-1 dry clay; +1 marker,True,True,True,True
3440,192,session-032,glass_harbor,Sera,35df557118,net fiber,553,552,seal fog catcher progress marker,196,197,-1 net fiber; +1 marker,True,True,True,True
3441,192,session-032,cinder_garden,Juno,a3cdbd8180,seed ink,551,550,repair seed calendar progress marker,196,197,-1 seed ink; +1 marker,True,True,True,True
3442,192,session-032,lichen_bridge,Luma,a72c4caf94,rope fiber,552,551,test rope bridge progress marker,195,196,-1 rope fiber; +1 marker,True,True,True,True
3443,192,session-032,orchid_engine,Dax,e5be4a3317,gear cloth,554,553,clean gear wash progress marker,195,196,-1 gear cloth; +1 marker,True,True,True,True
3444,192,session-032,moss_ward,Tala,ab7eb655b8,moss cord,553,551,copy root ledger progress marker,197,199,-2 moss cord; +2 marker,True,True,True,True
3445,192,session-032,glass_harbor,Nia,35100ce116,salt chalk,554,553,mark crossing rope progress marker,199,200,-1 salt chalk; +1 marker,True,True,True,True
3446,192,session-032,cinder_garden,Pax,cfb8cd3fed,shade reed,553,552,shade seed rows progress marker,196,197,-1 shade reed; +1 marker,True,True,True,True
3447,192,session-032,lichen_bridge,Rin,d21d02a5bc,bell tin,556,555,weave spare rope progress marker,196,197,-1 bell tin; +1 marker,True,True,True,True
3448,192,session-032,orchid_engine,Eli,3f711d3e3b,orchid oil,553,552,tend orchid lamp progress marker,196,197,-1 orchid oil; +1 marker,True,True,True,True
3449,192,session-032,moss_ward,Ari,808faa30ed,charcoal mark,550,549,raise warm-cup shelf progress marker,196,197,-1 charcoal mark; +1 marker,True,True,True,True
3450,192,session-032,glass_harbor,Oren,f949aa8fd3,lamp oil,552,551,relight public lamp progress marker,196,197,-1 lamp oil; +1 marker,True,True,True,True
3451,192,session-032,cinder_garden,Vale,6b0dbec2ed,ember basket,558,555,sort ember fruit progress marker,198,200,-3 ember basket; +2 marker,True,True,True,True
3452,192,session-032,lichen_bridge,Sol,910495b9ec,meal token,554,553,mark signal bell progress marker,198,199,-1 meal token; +1 marker,True,True,True,True
3453,192,session-032,orchid_engine,Bea,d5a5690d8e,steam seal,553,552,stabilize steam kettle progress marker,196,197,-1 steam seal; +1 marker,True,True,True,True
3454,192,session-032,moss_ward,Fay,9c82c8d116,reed bundle,552,551,drain rain path progress marker,196,197,-1 reed bundle; +1 marker,True,True,True,True
3455,192,session-032,glass_harbor,Puck,4a73f95e3d,glass bead,554,553,mend fog net progress marker,196,197,-1 glass bead; +1 marker,True,True,True,True
3456,193,session-033,lichen_bridge,Rin,48fc2b7680,bell tin,555,554,mark signal bell progress marker,199,200,-1 bell tin; +1 marker,True,True,True,True
3457,193,session-033,orchid_engine,Eli,86759406ca,orchid oil,552,551,stabilize steam kettle progress marker,197,198,-1 orchid oil; +1 marker,True,True,True,True
3458,193,session-033,moss_ward,Ari,da0f22a6f5,charcoal mark,549,548,drain rain path progress marker,197,198,-1 charcoal mark; +1 marker,True,True,True,True
3459,193,session-033,glass_harbor,Oren,9f03b2f23d,lamp oil,551,550,mend fog net progress marker,197,198,-1 lamp oil; +1 marker,True,True,True,True
3460,193,session-033,cinder_garden,Vale,58b08d67ce,ember basket,555,554,cool ash path progress marker,196,197,-1 ember basket; +1 marker,True,True,True,True
3461,193,session-033,lichen_bridge,Sol,6a6945c048,meal token,553,551,repair meal ledger progress marker,196,198,-2 meal token; +2 marker,True,True,True,True
3462,193,session-033,orchid_engine,Bea,1a39418cc8,steam seal,552,551,listen to valve pulse progress marker,200,201,-1 steam seal; +1 marker,True,True,True,True
3463,193,session-033,moss_ward,Fay,cbe617b6af,reed bundle,551,550,patch blanket loom progress marker,198,199,-1 reed bundle; +1 marker,True,True,True,True
3464,193,session-033,glass_harbor,Puck,19e61c2da4,glass bead,553,552,seal fog catcher progress marker,197,198,-1 glass bead; +1 marker,True,True,True,True
3465,193,session-033,cinder_garden,Wren,b1df32837e,cool stone,552,551,repair seed calendar progress marker,197,198,-1 cool stone; +1 marker,True,True,True,True
3466,193,session-033,lichen_bridge,Kio,0c14394478,lichen glue,552,551,test rope bridge progress marker,196,197,-1 lichen glue; +1 marker,True,True,True,True
3467,193,session-033,orchid_engine,Cai,80ecb7dbcd,valve grease,553,552,clean gear wash progress marker,196,197,-1 valve grease; +1 marker,True,True,True,True
3468,193,session-033,moss_ward,Milo,4f19e26857,dry clay,556,553,copy root ledger progress marker,199,201,-3 dry clay; +2 marker,True,True,True,True
3469,193,session-033,glass_harbor,Sera,ee1d01c438,net fiber,552,551,mark crossing rope progress marker,200,201,-1 net fiber; +1 marker,True,True,True,True
3470,193,session-033,cinder_garden,Juno,9c5554028b,seed ink,550,549,shade seed rows progress marker,197,198,-1 seed ink; +1 marker,True,True,True,True
3471,193,session-033,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,551,550,weave spare rope progress marker,197,198,-1 rope fiber; +1 marker,True,True,True,True
3472,193,session-033,orchid_engine,Dax,8d36ca6708,gear cloth,553,552,tend orchid lamp progress marker,197,198,-1 gear cloth; +1 marker,True,True,True,True
3473,193,session-033,moss_ward,Tala,690cd7241e,moss cord,551,550,raise warm-cup shelf progress marker,197,198,-1 moss cord; +1 marker,True,True,True,True
3474,194,session-033,cinder_garden,Wren,81aa359945,cool stone,551,550,shade seed rows progress marker,198,199,-1 cool stone; +1 marker,True,True,True,True
3475,194,session-033,lichen_bridge,Kio,ebef679159,lichen glue,551,550,weave spare rope progress marker,198,199,-1 lichen glue; +1 marker,True,True,True,True
3476,194,session-033,orchid_engine,Cai,2fe151eb17,valve grease,552,551,tend orchid lamp progress marker,198,199,-1 valve grease; +1 marker,True,True,True,True
3477,194,session-033,moss_ward,Milo,b03af16c10,dry clay,553,552,raise warm-cup shelf progress marker,198,199,-1 dry clay; +1 marker,True,True,True,True
3478,194,session-033,glass_harbor,Sera,768a4d2ad8,net fiber,551,549,relight public lamp progress marker,197,199,-2 net fiber; +2 marker,True,True,True,True
3479,194,session-033,cinder_garden,Juno,2b1e35e8a1,seed ink,549,548,sort ember fruit progress marker,200,201,-1 seed ink; +1 marker,True,True,True,True
3480,194,session-033,lichen_bridge,Luma,450c18baea,rope fiber,550,549,mark signal bell progress marker,200,201,-1 rope fiber; +1 marker,True,True,True,True
3481,194,session-033,orchid_engine,Dax,363676d602,gear cloth,552,551,stabilize steam kettle progress marker,198,199,-1 gear cloth; +1 marker,True,True,True,True
3482,194,session-033,moss_ward,Tala,572744cec7,moss cord,550,549,drain rain path progress marker,198,199,-1 moss cord; +1 marker,True,True,True,True
3483,194,session-033,glass_harbor,Nia,2c46e6f05e,salt chalk,553,552,mend fog net progress marker,198,199,-1 salt chalk; +1 marker,True,True,True,True
3484,194,session-033,cinder_garden,Pax,1e5830ef22,shade reed,552,551,cool ash path progress marker,197,198,-1 shade reed; +1 marker,True,True,True,True
3485,194,session-033,lichen_bridge,Rin,9611f49c07,bell tin,554,551,repair meal ledger progress marker,198,200,-3 bell tin; +2 marker,True,True,True,True
3486,194,session-033,orchid_engine,Eli,a3b8dc6d55,orchid oil,551,550,listen to valve pulse progress marker,201,202,-1 orchid oil; +1 marker,True,True,True,True
3487,194,session-033,moss_ward,Ari,2378d81ec8,charcoal mark,548,547,patch blanket loom progress marker,199,200,-1 charcoal mark; +1 marker,True,True,True,True
3488,194,session-033,glass_harbor,Oren,d2b7153668,lamp oil,550,549,seal fog catcher progress marker,198,199,-1 lamp oil; +1 marker,True,True,True,True
3489,194,session-033,cinder_garden,Vale,b4da23a954,ember basket,554,553,repair seed calendar progress marker,198,199,-1 ember basket; +1 marker,True,True,True,True
3490,194,session-033,lichen_bridge,Sol,85cb036eb5,meal token,551,550,test rope bridge progress marker,197,198,-1 meal token; +1 marker,True,True,True,True
3491,194,session-033,orchid_engine,Bea,3935fa5efe,steam seal,551,550,clean gear wash progress marker,197,198,-1 steam seal; +1 marker,True,True,True,True
3492,195,session-033,glass_harbor,Nia,7d03d3d3f1,salt chalk,552,551,seal fog catcher progress marker,199,200,-1 salt chalk; +1 marker,True,True,True,True
3493,195,session-033,cinder_garden,Pax,2ac4db2919,shade reed,551,550,repair seed calendar progress marker,199,200,-1 shade reed; +1 marker,True,True,True,True
3494,195,session-033,lichen_bridge,Rin,b522b59c7e,bell tin,551,550,test rope bridge progress marker,198,199,-1 bell tin; +1 marker,True,True,True,True
3495,195,session-033,orchid_engine,Eli,e4ebf8a5c3,orchid oil,550,548,clean gear wash progress marker,198,200,-2 orchid oil; +2 marker,True,True,True,True
3496,195,session-033,moss_ward,Ari,acb2c21249,charcoal mark,547,546,copy root ledger progress marker,201,202,-1 charcoal mark; +1 marker,True,True,True,True
3497,195,session-033,glass_harbor,Oren,65ab173ea1,lamp oil,549,548,mark crossing rope progress marker,201,202,-1 lamp oil; +1 marker,True,True,True,True
3498,195,session-033,cinder_garden,Vale,7525471538,ember basket,553,552,shade seed rows progress marker,199,200,-1 ember basket; +1 marker,True,True,True,True
3499,195,session-033,lichen_bridge,Sol,032f2286f3,meal token,550,549,weave spare rope progress marker,199,200,-1 meal token; +1 marker,True,True,True,True
3500,195,session-033,orchid_engine,Bea,a0d3597080,steam seal,550,549,tend orchid lamp progress marker,199,200,-1 steam seal; +1 marker,True,True,True,True
3501,195,session-033,moss_ward,Fay,72cfe9f03b,reed bundle,550,549,raise warm-cup shelf progress marker,199,200,-1 reed bundle; +1 marker,True,True,True,True
3502,195,session-033,glass_harbor,Puck,d99abac1ce,glass bead,552,549,relight public lamp progress marker,199,201,-3 glass bead; +2 marker,True,True,True,True
3503,195,session-033,cinder_garden,Wren,efccb1106a,cool stone,550,549,sort ember fruit progress marker,201,202,-1 cool stone; +1 marker,True,True,True,True
3504,195,session-033,lichen_bridge,Kio,096f63fbc9,lichen glue,550,549,mark signal bell progress marker,201,202,-1 lichen glue; +1 marker,True,True,True,True
3505,195,session-033,orchid_engine,Cai,7b17b6bca2,valve grease,551,550,stabilize steam kettle progress marker,199,200,-1 valve grease; +1 marker,True,True,True,True
3506,195,session-033,moss_ward,Milo,42164b006a,dry clay,552,551,drain rain path progress marker,199,200,-1 dry clay; +1 marker,True,True,True,True
3507,195,session-033,glass_harbor,Sera,b557cb5ab1,net fiber,549,548,mend fog net progress marker,199,200,-1 net fiber; +1 marker,True,True,True,True
3508,195,session-033,cinder_garden,Juno,f754fc777c,seed ink,548,547,cool ash path progress marker,198,199,-1 seed ink; +1 marker,True,True,True,True
3509,195,session-033,lichen_bridge,Luma,7017cc792d,rope fiber,549,547,repair meal ledger progress marker,200,202,-2 rope fiber; +2 marker,True,True,True,True
3510,196,session-033,moss_ward,Fay,9c82c8d116,reed bundle,549,548,drain rain path progress marker,200,201,-1 reed bundle; +1 marker,True,True,True,True
3511,196,session-033,glass_harbor,Puck,4a73f95e3d,glass bead,549,548,mend fog net progress marker,200,201,-1 glass bead; +1 marker,True,True,True,True
3512,196,session-033,cinder_garden,Wren,9ee5bba78b,cool stone,549,547,cool ash path progress marker,199,201,-2 cool stone; +2 marker,True,True,True,True
3513,196,session-033,lichen_bridge,Kio,1356a31e8d,lichen glue,549,548,repair meal ledger progress marker,202,203,-1 lichen glue; +1 marker,True,True,True,True
3514,196,session-033,orchid_engine,Cai,aa06bc447d,valve grease,550,549,listen to valve pulse progress marker,202,203,-1 valve grease; +1 marker,True,True,True,True
3515,196,session-033,moss_ward,Milo,214b5191fa,dry clay,551,550,patch blanket loom progress marker,200,201,-1 dry clay; +1 marker,True,True,True,True
3516,196,session-033,glass_harbor,Sera,35df557118,net fiber,548,547,seal fog catcher progress marker,200,201,-1 net fiber; +1 marker,True,True,True,True
3517,196,session-033,cinder_garden,Juno,a3cdbd8180,seed ink,547,546,repair seed calendar progress marker,200,201,-1 seed ink; +1 marker,True,True,True,True
3518,196,session-033,lichen_bridge,Luma,a72c4caf94,rope fiber,547,546,test rope bridge progress marker,199,200,-1 rope fiber; +1 marker,True,True,True,True
3519,196,session-033,orchid_engine,Dax,e5be4a3317,gear cloth,551,548,clean gear wash progress marker,200,202,-3 gear cloth; +2 marker,True,True,True,True
3520,196,session-033,moss_ward,Tala,ab7eb655b8,moss cord,549,548,copy root ledger progress marker,202,203,-1 moss cord; +1 marker,True,True,True,True
3521,196,session-033,glass_harbor,Nia,35100ce116,salt chalk,551,550,mark crossing rope progress marker,202,203,-1 salt chalk; +1 marker,True,True,True,True
3522,196,session-033,cinder_garden,Pax,cfb8cd3fed,shade reed,550,549,shade seed rows progress marker,200,201,-1 shade reed; +1 marker,True,True,True,True
3523,196,session-033,lichen_bridge,Rin,d21d02a5bc,bell tin,550,549,weave spare rope progress marker,200,201,-1 bell tin; +1 marker,True,True,True,True
3524,196,session-033,orchid_engine,Eli,3f711d3e3b,orchid oil,548,547,tend orchid lamp progress marker,200,201,-1 orchid oil; +1 marker,True,True,True,True
3525,196,session-033,moss_ward,Ari,808faa30ed,charcoal mark,546,545,raise warm-cup shelf progress marker,200,201,-1 charcoal mark; +1 marker,True,True,True,True
3526,196,session-033,glass_harbor,Oren,f949aa8fd3,lamp oil,548,546,relight public lamp progress marker,201,203,-2 lamp oil; +2 marker,True,True,True,True
3527,196,session-033,cinder_garden,Vale,6b0dbec2ed,ember basket,552,551,sort ember fruit progress marker,202,203,-1 ember basket; +1 marker,True,True,True,True
3528,197,session-033,orchid_engine,Dax,8d36ca6708,gear cloth,548,547,tend orchid lamp progress marker,201,202,-1 gear cloth; +1 marker,True,True,True,True
3529,197,session-033,moss_ward,Tala,690cd7241e,moss cord,548,546,raise warm-cup shelf progress marker,201,203,-2 moss cord; +2 marker,True,True,True,True
3530,197,session-033,glass_harbor,Nia,24a6670b6c,salt chalk,550,549,relight public lamp progress marker,203,204,-1 salt chalk; +1 marker,True,True,True,True
3531,197,session-033,cinder_garden,Pax,9dfff354ca,shade reed,549,548,sort ember fruit progress marker,203,204,-1 shade reed; +1 marker,True,True,True,True
3532,197,session-033,lichen_bridge,Rin,48fc2b7680,bell tin,549,548,mark signal bell progress marker,202,203,-1 bell tin; +1 marker,True,True,True,True
3533,197,session-033,orchid_engine,Eli,86759406ca,orchid oil,547,546,stabilize steam kettle progress marker,200,201,-1 orchid oil; +1 marker,True,True,True,True
3534,197,session-033,moss_ward,Ari,da0f22a6f5,charcoal mark,545,544,drain rain path progress marker,201,202,-1 charcoal mark; +1 marker,True,True,True,True
