tick_id,day,settlement_id,resident_id,avatar_room,resident_room,egocentric_relation,visual_near,audible_near,smell_near,temperature_c,wetness_signal,pain_signal,tactile_signal,attention_focus,packet_source,local_not_global,private_workspace_sealed
2203,123,riverbend,Ari,arrival court,arrival court,co-present,ridge lantern,cedar knock,wet cedar,10.34,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2204,123,roofward,Sera,warm lane,arrival court,distant-behind,doorway shape,muffled paper hush,polished brass,19.22,0.32,0.16092,warm edge,queued work,avatar first-person local sample,True,True
2205,123,archive,Nia,memory desk,stone stacks,distant-behind,doorway shape,muffled spool click,cold dust,16.18,0.25,0.16218,warm edge,queued work,avatar first-person local sample,True,True
2206,123,signal,Ren,mast base,lantern walk,near-right,oil lantern,beacon pulse,salt wind,8.96,0.26,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2207,123,orchard,Ivo,market plank,seed lane,distant-behind,doorway shape,muffled roof drip,apple soil,15.24,0.24,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2208,123,repair_ring,Pax,arrival court,spark lane,distant-ahead,doorway shape,muffled bell hum,hot copper,15.22,0.25,0.16758,neutral air,resident boundary,avatar first-person local sample,True,True
2209,123,riverbend,Ari,plank hall,arrival court,near-left,ridge lantern,lantern tick,mud thread,10.8,0.29,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2210,123,roofward,Sera,ledger loft,glass stair,distant-behind,doorway shape,muffled sun glass hum,thyme paper,19.68,0.22,0.16236,warm edge,queued work,avatar first-person local sample,True,True
2211,123,archive,Nia,arrival court,stone stacks,near-right,signal spool,page flutter,ink linen,13.86,0.65,0.2411,wet sole,resident boundary,avatar first-person local sample,True,True
2212,123,signal,Ren,lantern walk,lantern walk,co-present,oil lantern,static crickets,hot glass,10.14,0.3,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2213,123,orchard,Ivo,satchel shed,seed lane,distant-behind,doorway shape,muffled cart creak,mud reed,16.42,0.28,0.16236,warm edge,queued work,avatar first-person local sample,True,True
2214,124,riverbend,Ari,kit alcove,arrival court,distant-behind,doorway shape,muffled cedar knock,warm oil,12.58,0.29,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2215,124,roofward,Sera,glass stair,warm lane,near-right,brass hinge,sun glass hum,polished brass,17.96,0.25,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2216,124,archive,Nia,ink niche,stone stacks,distant-behind,doorway shape,muffled stone echo,cold dust,15.64,0.23,0.16218,neutral air,resident boundary,avatar first-person local sample,True,True
2217,124,signal,Ren,arrival court,lantern walk,distant-ahead,doorway shape,muffled static crickets,salt wind,8.42,0.66,0.2492,wet sole,queued work,avatar first-person local sample,True,True
2218,124,orchard,Ivo,mud row,seed lane,near-left,dry cord,cart creak,apple soil,14.7,0.67,0.23912,wet sole,queued work,avatar first-person local sample,True,True
2219,124,repair_ring,Pax,cool corner,spark lane,distant-behind,doorway shape,muffled bell hum,clean cloth,18.18,0.29,0.16434,warm edge,queued work,avatar first-person local sample,True,True
2220,124,riverbend,Ari,arrival court,plank hall,near-right,ridge lantern,river slap,mud thread,10.26,0.22,0.16236,neutral air,queued work,avatar first-person local sample,True,True
2221,124,roofward,Sera,warm lane,warm lane,co-present,brass hinge,hinge ticks,thyme paper,19.14,0.29,0.16056,neutral air,queued work,avatar first-person local sample,True,True
2222,124,archive,Nia,memory desk,stone stacks,distant-behind,doorway shape,muffled page flutter,wax seal,16.82,0.27,0.15894,warm edge,queued work,avatar first-person local sample,True,True
2223,124,signal,Ren,mast base,lantern walk,near-right,oil lantern,rope creak,hot glass,8.88,0.28,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2224,124,orchard,Ivo,market plank,seed lane,distant-behind,doorway shape,muffled seed rattle,mud reed,15.16,0.26,0.16056,neutral air,queued work,avatar first-person local sample,True,True
2225,124,repair_ring,Pax,arrival court,bell alcove,distant-ahead,doorway shape,muffled cool fan,stone chalk,15.14,0.22,0.16326,neutral air,resident boundary,avatar first-person local sample,True,True
2226,124,riverbend,Ari,plank hall,plank hall,co-present,ridge lantern,cedar knock,warm oil,10.72,0.26,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2227,124,roofward,Sera,ledger loft,warm lane,near-left,brass hinge,paper hush,warm dust,19.6,0.24,0.162,warm edge,queued work,avatar first-person local sample,True,True
2228,124,archive,Nia,arrival court,stone stacks,near-right,signal spool,stone echo,cold dust,13.78,0.67,0.23786,wet sole,resident boundary,avatar first-person local sample,True,True
2229,124,signal,Ren,lantern walk,lantern walk,co-present,oil lantern,beacon pulse,lamp oil,10.06,0.32,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2230,124,orchard,Ivo,satchel shed,mud row,distant-behind,doorway shape,muffled roof drip,dry twine,16.34,0.25,0.162,warm edge,queued work,avatar first-person local sample,True,True
2231,124,repair_ring,Pax,wire bench,bell alcove,distant-ahead,doorway shape,muffled bell hum,clean cloth,16.32,0.26,0.16002,neutral air,queued work,avatar first-person local sample,True,True
2232,125,roofward,Sera,glass stair,warm lane,near-right,brass hinge,paper hush,thyme paper,17.88,0.27,0.15876,neutral air,queued work,avatar first-person local sample,True,True
2233,125,archive,Nia,ink niche,stone stacks,distant-behind,doorway shape,muffled spool click,wax seal,15.56,0.25,0.16596,neutral air,resident boundary,avatar first-person local sample,True,True
2234,125,signal,Ren,arrival court,lantern walk,distant-ahead,doorway shape,muffled beacon pulse,hot glass,8.34,0.68,0.23948,wet sole,queued work,avatar first-person local sample,True,True
2235,125,orchard,Ivo,mud row,market plank,near-right,dry cord,roof drip,mud reed,14.62,0.64,0.23876,wet sole,queued work,avatar first-person local sample,True,True
2236,125,repair_ring,Pax,cool corner,bell alcove,near-left,insulated tongs,cool fan,hot copper,18.1,0.26,0.15894,warm edge,queued work,avatar first-person local sample,True,True
2237,125,riverbend,Ari,arrival court,plank hall,near-right,ridge lantern,lantern tick,warm oil,10.18,0.24,0.16056,neutral air,queued work,avatar first-person local sample,True,True
2238,125,roofward,Sera,warm lane,warm lane,co-present,brass hinge,sun glass hum,warm dust,19.06,0.31,0.1602,neutral air,queued work,avatar first-person local sample,True,True
2239,125,archive,Nia,memory desk,stone stacks,distant-behind,doorway shape,muffled stone echo,ink linen,16.74,0.29,0.16272,warm edge,queued work,avatar first-person local sample,True,True
2240,125,signal,Ren,mast base,lens room,distant-ahead,doorway shape,muffled static crickets,lamp oil,9.52,0.25,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2241,125,orchard,Ivo,market plank,market plank,co-present,dry cord,cart creak,dry twine,15.08,0.23,0.1602,neutral air,queued work,avatar first-person local sample,True,True
2242,125,repair_ring,Pax,arrival court,bell alcove,distant-ahead,doorway shape,muffled wire snap,clean cloth,15.06,0.24,0.15786,neutral air,resident boundary,avatar first-person local sample,True,True
2243,125,riverbend,Ari,plank hall,plank hall,co-present,ridge lantern,river slap,wet cedar,10.64,0.28,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2244,125,roofward,Sera,ledger loft,warm lane,near-left,brass hinge,hinge ticks,polished brass,19.52,0.26,0.16164,warm edge,queued work,avatar first-person local sample,True,True
2245,125,archive,Nia,arrival court,spool room,distant-ahead,doorway shape,muffled spool click,wax seal,13.7,0.64,0.24164,wet sole,resident boundary,avatar first-person local sample,True,True
2246,125,signal,Ren,lantern walk,lens room,near-right,oil lantern,rope creak,salt wind,9.98,0.29,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2247,125,orchard,Ivo,satchel shed,market plank,near-left,dry cord,seed rattle,apple soil,16.26,0.27,0.16164,warm edge,queued work,avatar first-person local sample,True,True
2248,125,repair_ring,Pax,wire bench,bell alcove,distant-ahead,doorway shape,muffled cool fan,hot copper,16.24,0.28,0.15894,neutral air,queued work,avatar first-person local sample,True,True
2249,125,riverbend,Ari,wet crossing,plank hall,near-left,ridge lantern,cedar knock,mud thread,11.82,0.68,0.24596,wet sole,queued work,avatar first-person local sample,True,True
2250,126,archive,Nia,ink niche,ink niche,co-present,signal spool,page flutter,ink linen,15.48,0.22,0.16272,neutral air,resident boundary,avatar first-person local sample,True,True
2251,126,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.26,0.65,0.24272,wet sole,queued work,avatar first-person local sample,True,True
2252,126,orchard,Ivo,mud row,market plank,near-right,dry cord,seed rattle,dry twine,14.54,0.66,0.24308,wet sole,queued work,avatar first-person local sample,True,True
2253,126,repair_ring,Pax,cool corner,bell alcove,near-left,insulated tongs,wire snap,stone chalk,18.02,0.28,0.15786,warm edge,queued work,avatar first-person local sample,True,True
2254,126,riverbend,Ari,arrival court,plank hall,near-right,ridge lantern,cedar knock,wet cedar,10.1,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2255,126,roofward,Sera,warm lane,ledger loft,near-right,brass hinge,paper hush,polished brass,18.98,0.28,0.16308,neutral air,queued work,avatar first-person local sample,True,True
2256,126,archive,Nia,memory desk,ink niche,near-left,signal spool,spool click,cold dust,16.66,0.26,0.15948,warm edge,queued work,avatar first-person local sample,True,True
2257,126,signal,Ren,mast base,lens room,distant-ahead,doorway shape,muffled beacon pulse,salt wind,9.44,0.27,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2258,126,orchard,Ivo,market plank,market plank,co-present,dry cord,roof drip,apple soil,15.72,0.25,0.15984,warm edge,queued work,avatar first-person local sample,True,True
2259,126,repair_ring,Pax,arrival court,bell alcove,distant-ahead,doorway shape,muffled bell hum,hot copper,14.98,0.26,0.15678,neutral air,resident boundary,avatar first-person local sample,True,True
2260,126,riverbend,Ari,plank hall,wet crossing,near-right,ridge lantern,lantern tick,mud thread,10.56,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2261,126,roofward,Sera,ledger loft,ledger loft,co-present,brass hinge,sun glass hum,thyme paper,19.44,0.23,0.15984,warm edge,queued work,avatar first-person local sample,True,True
2262,126,archive,Nia,arrival court,ink niche,distant-ahead,doorway shape,muffled page flutter,ink linen,13.62,0.66,0.2384,wet sole,resident boundary,avatar first-person local sample,True,True
2263,126,signal,Ren,lantern walk,lens room,near-right,oil lantern,static crickets,hot glass,9.9,0.31,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2264,126,orchard,Ivo,satchel shed,market plank,near-left,dry cord,cart creak,mud reed,16.18,0.29,0.16128,warm edge,queued work,avatar first-person local sample,True,True
2265,126,repair_ring,Pax,wire bench,cool corner,distant-ahead,doorway shape,muffled wire snap,stone chalk,16.16,0.25,0.15786,neutral air,queued work,avatar first-person local sample,True,True
2266,126,riverbend,Ari,wet crossing,wet crossing,co-present,ridge lantern,river slap,warm oil,11.74,0.65,0.24092,wet sole,queued work,avatar first-person local sample,True,True
2267,126,roofward,Sera,sun sill,ledger loft,near-left,brass hinge,hinge ticks,warm dust,20.62,0.27,0.16128,warm edge,queued work,avatar first-person local sample,True,True
2268,127,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled static crickets,salt wind,8.18,0.67,0.2492,wet sole,queued work,avatar first-person local sample,True,True
2269,127,orchard,Ivo,mud row,market plank,near-right,dry cord,cart creak,apple soil,14.46,0.68,0.24272,wet sole,queued work,avatar first-person local sample,True,True
2270,127,repair_ring,Pax,cool corner,arrival court,distant-behind,doorway shape,muffled bell hum,clean cloth,17.94,0.25,0.15678,warm edge,queued work,avatar first-person local sample,True,True
2271,127,riverbend,Ari,arrival court,wet crossing,distant-ahead,doorway shape,muffled river slap,mud thread,10.02,0.23,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2272,127,roofward,Sera,warm lane,ledger loft,near-right,brass hinge,hinge ticks,thyme paper,18.9,0.3,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2273,127,archive,Nia,memory desk,ink niche,near-left,signal spool,page flutter,wax seal,16.58,0.28,0.15948,warm edge,queued work,avatar first-person local sample,True,True
2274,127,signal,Ren,mast base,lens room,distant-ahead,doorway shape,muffled rope creak,hot glass,9.36,0.29,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2275,127,orchard,Ivo,market plank,satchel shed,near-right,dry cord,seed rattle,mud reed,15.64,0.22,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2276,127,repair_ring,Pax,arrival court,arrival court,co-present,insulated tongs,cool fan,stone chalk,15.62,0.23,0.1557,neutral air,resident boundary,avatar first-person local sample,True,True
2277,127,riverbend,Ari,plank hall,wet crossing,near-right,ridge lantern,cedar knock,warm oil,10.48,0.27,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2278,127,roofward,Sera,ledger loft,ledger loft,co-present,brass hinge,paper hush,warm dust,19.36,0.25,0.15948,warm edge,queued work,avatar first-person local sample,True,True
2279,127,archive,Nia,arrival court,ink niche,distant-ahead,doorway shape,muffled stone echo,cold dust,13.54,0.68,0.2384,wet sole,resident boundary,avatar first-person local sample,True,True
2280,127,signal,Ren,lantern walk,signal perch,distant-ahead,doorway shape,muffled beacon pulse,lamp oil,9.82,0.28,0.16272,neutral air,queued work,avatar first-person local sample,True,True
