tick_id,agent_id,replay_event,payload_hash,dom_selector,expected_public_state,observed_public_state,replay_exportable,deterministic_order
1162,Nia,avatar_text_input,v35-953096,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1267
1162,Nia,click_to_talk_reply,v35-366036,#talk-Nia,Energy low but steady; comfort is 0.90 and safety is 0.85.,Energy low but steady; comfort is 0.90 and safety is 0.85.,True,1268
1164,Ivo,avatar_text_input,v35-173014,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1269
1164,Ivo,click_to_talk_reply,v35-371417,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1270
1166,Ari,avatar_text_input,v35-808755,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1271
1166,Ari,click_to_talk_reply,v35-198101,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,1272
1167,Fay,avatar_text_input,v35-171288,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1273
1167,Fay,click_to_talk_reply,v35-220636,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1274
1169,Milo,avatar_text_input,v35-949867,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1275
1169,Milo,click_to_talk_reply,v35-149491,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1276
1171,Juno,avatar_text_input,v35-195829,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1277
1171,Juno,click_to_talk_reply,v35-135101,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1278
1173,Fay,avatar_text_input,v35-809087,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1279
1173,Fay,click_to_talk_reply,v35-111178,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1280
1174,Nia,avatar_text_input,v35-169693,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1281
1174,Nia,click_to_talk_reply,v35-449423,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,1282
1176,Juno,avatar_text_input,v35-862000,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1283
1176,Juno,click_to_talk_reply,v35-119514,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,1284
1177,Ari,avatar_text_input,v35-809060,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1285
1177,Ari,click_to_talk_reply,v35-198406,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,1286
1178,Fay,avatar_text_input,v35-171593,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1287
1178,Fay,click_to_talk_reply,v35-220941,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1288
1179,Nia,click_to_talk_reply,v35-368304,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.93.,Energy low but steady; comfort is 0.96 and safety is 0.93.,True,1289
1181,Ivo,avatar_text_input,v35-811118,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1290
1181,Ivo,click_to_talk_reply,v35-259014,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1291
1183,Ari,avatar_text_input,v35-926207,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1292
1183,Ari,click_to_talk_reply,v35-308829,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,1293
1185,Nia,click_to_talk_reply,v35-368076,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.94.,Energy low but steady; comfort is 0.96 and safety is 0.94.,True,1294
1186,Milo,avatar_text_input,v35-860420,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1295
1186,Milo,click_to_talk_reply,v35-059222,#talk-Milo,I can lead if the lantern stays lit.,I can lead if the lantern stays lit.,True,1296
1188,Juno,avatar_text_input,v35-870076,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1297
1188,Juno,click_to_talk_reply,v35-463131,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,1298
1190,Fay,avatar_text_input,v35-063141,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1299
1190,Fay,click_to_talk_reply,v35-320001,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,1300
1191,Nia,click_to_talk_reply,v35-368080,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1301
1193,Ivo,avatar_text_input,v35-957178,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1302
1193,Ivo,click_to_talk_reply,v35-371859,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1303
1195,Ari,avatar_text_input,v35-956950,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1304
1195,Ari,click_to_talk_reply,v35-931724,#talk-Ari,Gabriel waited near the ridge.,Gabriel waited near the ridge.,True,1305
1197,Nia,click_to_talk_reply,v35-368998,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1306
1198,Milo,avatar_text_input,v35-868496,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1307
1198,Milo,click_to_talk_reply,v35-429151,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,1308
1200,Juno,avatar_text_input,v35-949461,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1309
1200,Juno,click_to_talk_reply,v35-134035,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1310
1202,Fay,avatar_text_input,v35-836773,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1311
1202,Fay,click_to_talk_reply,v35-114479,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,1312
1203,Nia,click_to_talk_reply,v35-367169,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1313
1205,Ivo,avatar_text_input,v35-172406,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1314
1205,Ivo,click_to_talk_reply,v35-370809,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1315
1207,Ari,avatar_text_input,v35-808147,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1316
1207,Ari,click_to_talk_reply,v35-197493,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,1317
1209,Nia,click_to_talk_reply,v35-368087,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1318
1210,Milo,avatar_text_input,v35-947881,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1319
1210,Milo,click_to_talk_reply,v35-147505,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1320
1212,Juno,avatar_text_input,v35-980354,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1321
1212,Juno,click_to_talk_reply,v35-104416,#talk-Juno,Gabriel stepped back from the sparks.,Gabriel stepped back from the sparks.,True,1322
1214,Fay,avatar_text_input,v35-844805,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1323
1214,Fay,click_to_talk_reply,v35-319548,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,1324
1215,Nia,click_to_talk_reply,v35-367627,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1325
1217,Ivo,avatar_text_input,v35-065332,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1326
1217,Ivo,click_to_talk_reply,v35-398342,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,1327
1219,Ari,avatar_text_input,v35-954207,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1328
1219,Ari,click_to_talk_reply,v35-368888,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1329
1221,Nia,click_to_talk_reply,v35-367167,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1330
1222,Milo,avatar_text_input,v35-978774,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1331
1222,Milo,click_to_talk_reply,v35-940472,#talk-Milo,Gabriel kept the lantern lit.,Gabriel kept the lantern lit.,True,1332
1224,Juno,avatar_text_input,v35-832194,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1333
1224,Juno,click_to_talk_reply,v35-027947,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1334
1226,Fay,avatar_text_input,v35-926544,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1335
1226,Fay,click_to_talk_reply,v35-220026,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1336
1227,Nia,click_to_talk_reply,v35-368085,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1337
1229,Ivo,avatar_text_input,v35-840333,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1338
1229,Ivo,click_to_talk_reply,v35-064805,#talk-Ivo,I can bring seeds if we keep them dry.,I can bring seeds if we keep them dry.,True,1339
1231,Ari,avatar_text_input,v35-169426,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1340
1231,Ari,click_to_talk_reply,v35-307914,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,1341
1233,Nia,click_to_talk_reply,v35-367625,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1342
1234,Milo,avatar_text_input,v35-830614,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1343
1234,Milo,click_to_talk_reply,v35-041127,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1344
1236,Juno,avatar_text_input,v35-978978,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1345
1236,Juno,click_to_talk_reply,v35-395532,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1346
1238,Fay,avatar_text_input,v35-957287,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1347
1238,Fay,click_to_talk_reply,v35-097515,#talk-Fay,Gabriel slowed down after I hesitated.,Gabriel slowed down after I hesitated.,True,1348
1239,Nia,click_to_talk_reply,v35-368543,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1349
1241,Ivo,avatar_text_input,v35-846987,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1350
1241,Ivo,click_to_talk_reply,v35-397880,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,1351
1243,Ari,avatar_text_input,v35-062352,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1352
1243,Ari,click_to_talk_reply,v35-547218,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,1353
1245,Nia,click_to_talk_reply,v35-368083,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1354
1246,Milo,avatar_text_input,v35-977398,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1355
1246,Milo,click_to_talk_reply,v35-393952,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1356
1248,Juno,avatar_text_input,v35-196595,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1357
1248,Juno,click_to_talk_reply,v35-135867,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1358
1250,Fay,avatar_text_input,v35-808475,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1359
1250,Fay,click_to_talk_reply,v35-110566,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1360
1251,Nia,click_to_talk_reply,v35-367623,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1361
1253,Ivo,avatar_text_input,v35-928726,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1362
